id,학생 글,Sum score,Elo creativity,Elo depth,Elo coherence,Elo grammar,Creativity score,Depth score,Coherence score,Grammar mistake count,Answer,Plagiarism score,Story score,Best similarity ID,Best similarity score,without_stt_accuracy_score,without_stt_empty_score,without_stt_prosody_score,without_stt_toatal_score,with_stt_accuracy_score,with_stt_empty_score,with_stt_prosody_score,with_stt_toatal_score,transcribed
el269_8,"	Hello, everyone. It’s known for being sweet. It is made from cocoa beans and loved by all ages. Guess what is it? It’s a Chocolate. 

  When you enjoy a piece of chocolate, you’re not just tasting something yummy. It’s like giving your body superhero power! Chocolate has special stuff called antioxidants that help keep you strong and healthy.

  But that’s not all—chocolate is brain fuel too! It can actually help you think faster and remember things better. So, if you’re stuck on a tricky math problem, a little bit of dark chocolate might just help you figure it out.

  And here’s something fun: when you take a bite, it’s like a little party in your mouth! Chocolate has ingredients that make you feel happy. Serotonin is like a tiny happiness messenger that makes you feel calm and good, almost like getting a big hug. Endorphins are like little superheroes that cheer you up and make you feel even better.

  So, go ahead, grab some chocolate, and remember—you’re having superpower! Thanks for listening, and have a sweet day! 
",60.90976225049476,1476.1788029032227,1165.1685357820122,985.6382343492088,1350.8606807402966,9,7,5,3,"	Hello, everyone. It’s known for being sweet. It is made from cocoa beans and loved by all ages. Guess what is it? It’s a Chocolate. 

  When you enjoy a piece of chocolate, you’re not just tasting something yummy. It’s like giving your body superhero power! Chocolate has special stuff called antioxidants that help keep you strong and healthy.

  But that’s not all—chocolate is brain fuel too! It can actually help you think faster and remember things better. So, if you’re stuck on a tricky math problem, a little bit of dark chocolate might just help you figure it out.

  And here’s something fun: when you take a bite, it’s like a little party in your mouth! Chocolate has ingredients that make you feel happy. Serotonin is like a tiny happiness messenger that makes you feel calm and good, almost like getting a big hug. Endorphins are like little superheroes that cheer you up and make you feel even better.

  So, go ahead, grab some chocolate, and remember—you’re having superpower! Thanks for listening, and have a sweet day! 
",LOW,0,el265_7,0.2040575360949489,81.08167894832317,76.93,77.11315789473684,78.37494561435334,77.83113898788639,76.93,81.19117647058823,78.65077181949154,"Hello everyone! It's not for being sweet, it is made from 코코 Beans and loved by all ages. Guess what it is? It's a 초콜릿. When you enjoy a piece of 초콜릿, you're not just tasting something yummy. It's like giving your body super zero power. 초콜릿 has special stuff called 엔지 오시덴. That hope gives you strong and healthy. That's not all. 초콜릿 is painful too. It can actually help you sing faster and remember things better. So, if you're stuck in a chicken mask problem, a little bit of dark 초콜릿 might just help you figure it out. And here's something fun. When you think of fight, it's like a little party in your mouth. Chocolate has ingredients that make you feel happy. The tunnel is like a tiny happiness messenger that makes you feel calm and good, almost like getting a big help. The Dwarfs are like little superheroes that cheer you up and make you feel even better. So, go ahead, read some chocolate and remember you're having super power. Thanks for listening and have a sweet day."
el729_9," Hello everyone, I am 김서현 and I'm a 3rd grade  student at 명원 elementary school. I want to talk about how we can live together on Earth and protect it.

 Do you know the magazine ""Time""? Every month, they pick a new person to feature. However, in 1998, something special occurred. They didn't feature a person but picked Earth. People were concerned about what would happen if earth got sick. It was a serious problem because the maim cause was due to humans.
So, can we live in symbiosis with Earth? Yes! If we protect earth, we can live together in harmony. 
We must start to protect Earth because it's essential for our lives and future. Here are some simple ways we can protect our Earth.

 First, the most important thing  is recycling! You can do this by trashing correctly, like plastic bottles going into the recycle. I wish to encourage  you to recycle correctly too!

 Second, Plogging. This is where you pick up trash while jogging. Plogging helps you to stay healthy by exercising but you can clean up Earth at the same time. The best place would be the beach as it's often polluted very easily.
 
 By doing these things, we can make a massive stride towards helping Earth. Thank you for listening!",60.72228659051523,1354.652441536687,1280.6451821563548,891.9921582512294,1469.775550193797,8,7,5,3," Hello everyone, I am 김서현 and I'm a 3rd grade  student at 명원 elementary school. I want to talk about how we can live together on Earth and protect it.

 Do you know the magazine ""Time""? Every month, they pick a new person to feature. However, in 1998, something special occurred. They didn't feature a person but picked Earth. People were concerned about what would happen if earth got sick. It was a serious problem because the maim cause was due to humans.
So, can we live in symbiosis with Earth? Yes! If we protect earth, we can live together in harmony. 
We must start to protect Earth because it's essential for our lives and future. Here are some simple ways we can protect our Earth.

 First, the most important thing  is recycling! You can do this by trashing correctly, like plastic bottles going into the recycle. I wish to encourage  you to recycle correctly too!

 Second, Plogging. This is where you pick up trash while jogging. Plogging helps you to stay healthy by exercising but you can clean up Earth at the same time. The best place would be the beach as it's often polluted very easily.
 
 By doing these things, we can make a massive stride towards helping Earth. Thank you for listening!",LOW,20,el291_7,0.475864660258805,89.74023173795901,96.38,89.3931818181818,91.8378045187136,94.39946402803544,96.38,91.0095238095238,93.92966261251976,"Hello everyone, I'm 김서현 and I'm a third grade student at 명원 elementary school. I want to talk about how we can live together on Earth and protect it. Do you know the magazine time? Every month they pick a new personality feature. however, in 1998 something special could. They didn't feature a person but picked Earth. People were concerned about what would happen if Earth got sick. It was a serious problem, because the main cause was due to humans. So, can we live with some biases with Earth? Yes. If we protect Earth, we can live together in harmony. We must start to protect Earth, because it's essential for our lives and future. Here are some simple ways we can protect our earth. First, the most important thing is recycling. You can do this by trashing correctly, like plastic bottles going into the recycling. I wish to invite you to recycle correctly too. second, blogging. This is where you pick up trash while jogging. Plogging helps you stay healthy by exercising, but you can clean up the earth at the same time. The best place would be the beach, as it's often polluted very easily. By doing these things, we can make the messes dry towards helping earth. Thank you for listening."
el621_7,"Hi My name is Seyeon Cho. Do you have anything that is special to you? Well, for me, there is this doll named “Beagle” which I’m going to talk about for this speaking contest. When I was 5 years old, I was very interested in puppies. Since my dad is allergic to dogs, my mom bought me a puppy doll from the Internet which I named it “Beagle”. Beagle is so cuddly and cute and likes to play imaginary role play and also likes to play hide and seek. We have been together for about 3 years, and I take him with me everywhere except school. There is one story why “Beagle” is so special to me. I once had this scary dream of T-Rex chasing after me. But then, Beagle barked really loud, which made T-Rex run away from me. After having this dream, Beagle became a really important part of my life and slept with me ever since. I plan to be with him in the future too. Thank you.
",60.173071337969674,1395.3893621276711,1219.1001835129534,1043.1235536524125,1423.5224675911145,8,6,5,1,"Hi My name is Seyeon Cho. Do you have anything that is special to you? Well, for me, there is this doll named “Beagle” which I’m going to talk about for this speaking contest. When I was 5 years old, I was very interested in puppies. Since my dad is allergic to dogs, my mom bought me a puppy doll from the Internet which I named it “Beagle”. Beagle is so cuddly and cute and likes to play imaginary role play and also likes to play hide and seek. We have been together for about 3 years, and I take him with me everywhere except school. There is one story why “Beagle” is so special to me. I once had this scary dream of T-Rex chasing after me. But then, Beagle barked really loud, which made T-Rex run away from me. After having this dream, Beagle became a really important part of my life and slept with me ever since. I plan to be with him in the future too. Thank you.
",LOW,70,el265_7,0.2176674134140734,93.47574321103733,88.01,87.06153846153846,89.51576055752527,95.1861485501876,88.01,88.51153846153846,90.56922900390867,"Hi, my name is Sehan Joe. Do you have anything that is special to you? Well, for me, there's this dog named Bigo, which I'm going to talk about for this 스피킹 contest. When I was 5 years old, I was very interested in puppies. since my dad is allergic to dogs, my mom bought me a puppy doll from the internet, which I named Bigo. Begol is so cuddly and cute, and likes to play imaginary role play, and also likes to play hide and seek. We have been together for about 3 years, and I take him with me everywhere I step school. There is one story why Begol is so special to me. I once had this scary dream of T-Rex chasing after me. But then, Bigel parted really loudly which made the lyrics run away from me. After having this dream, Bigel became a really important part of my life and flat with me ever since. I plan to be with him in the future too. Thank you."
el152_9,"  My Town                            
Hi, my name is Eun-ho.
Are you happy where you live? I am. Today, I'll introduce the city where I live: Cheongju. Cheongju is a beautiful town full of trees, flowers, and pleasant parks under its biggest mountain, Uam San. There are many convenient stores, movie theaters, libraries, nice neighbors, a river and great roads.
Of all the places here, I like to go to the library most because it is quiet. I can concentrate on reading all of the interesting books in the nice, quiet library.
Cheongju has lots of wonderful places to go sight-seeing. Cheongju’s legacy is the lron Flagpole and the Jikji Printing Museum. Jikji is the oldest book printed with movable metal type in the world. How cool is that? Sangdang Mountain Fortress is also a beautiful place to go hiking and get an amazing view of the whole city from way up high.
Cheongju is a great city to visit with your friends or family, so why don’t you come here and take a look. I am sure you will like what you see. Welcome to Cheongju!
Thank you for listening.	
",58.59269451543247,1320.9735651923245,1245.6015690630904,1140.228591258003,1508.5945763939071,8,8,5,3,"  My Town                            
Hi, my name is Eun-ho.
Are you happy where you live? I am. Today, I'll introduce the city where I live: Cheongju. Cheongju is a beautiful town full of trees, flowers, and pleasant parks under its biggest mountain, Uam San. There are many convenient stores, movie theaters, libraries, nice neighbors, a river and great roads.
Of all the places here, I like to go to the library most because it is quiet. I can concentrate on reading all of the interesting books in the nice, quiet library.
Cheongju has lots of wonderful places to go sight-seeing. Cheongju’s legacy is the lron Flagpole and the Jikji Printing Museum. Jikji is the oldest book printed with movable metal type in the world. How cool is that? Sangdang Mountain Fortress is also a beautiful place to go hiking and get an amazing view of the whole city from way up high.
Cheongju is a great city to visit with your friends or family, so why don’t you come here and take a look. I am sure you will like what you see. Welcome to Cheongju!
Thank you for listening.	
",LOW,20,el403_8,0.2140858151644899,90.40616257523804,98.57,84.30000000000001,91.092054191746,86.75810989616981,98.57,81.9,89.07603663205661,"Hi, my name is 은호, are you happy where you live, I am. Today I introduce the city where I live, 청주. 청주 is a beautiful town full of trees, flowers and plants and bugs on the biggest mountain 왕상. There are many convenient stores, movie theaters, nice nightlife. Nice neighbors, a river and great rules of all the places here. I like to go to the library more because it is quiet, I can focus on reading all the interesting books in the nice, quiet library. 청주 has lots of wonderful places to go. Cheongju's legacy is the 아이언 블랙볼 and the Jikji painting museum. Jikji is the oldest bookprint with moveable metal die in the world. How cool is that? Sandang Mountain for trees is also a beautiful place to go hiking and get an amazing view of the whole city from way up high. Cheongju is a great city to visit with your friends or family, so why don't you come here and take a look, I'm sure you will like what you see. Welcome to cheongju, thank you for listening."
el142_7,"My Strange Wish
Hello everyone! My name is Liam Nemcko. I am going to tell you a surprising wish that I have. I wish I had a pet pig. Baby pigs are my favorite because they are so cute. But my friends say I’m weird because pigs are dirty.
But the good thing about having a pet baby pig is I can play with it. I want to jump around with my baby pig. We can even play soccer together. The pig can be the goalkeeper. We can watch TV and eat snacks together. I can drink juice and eat pizza and chicken with my pet pig because pigs will eat anything. We will have so much fun together.

But a big problem is that pigs like mud. My mom won’t like having a dirty house. She would get mad about my pig’s mess. 

Pigs are still my favorite, though. I’m going to imagine having a pet baby pig. I hope that I can get one for my birthday.  I promise that I would never cook my pig for dinner and I would take good care of it.

Thanks for listening.                                                                          ",58.14866089591989,1467.6599168465536,1064.7423705739966,1170.6170038953342,1736.4967358077956,8,5,5,0,"My Strange Wish
Hello everyone! My name is Liam Nemcko. I am going to tell you a surprising wish that I have. I wish I had a pet pig. Baby pigs are my favorite because they are so cute. But my friends say I’m weird because pigs are dirty.
But the good thing about having a pet baby pig is I can play with it. I want to jump around with my baby pig. We can even play soccer together. The pig can be the goalkeeper. We can watch TV and eat snacks together. I can drink juice and eat pizza and chicken with my pet pig because pigs will eat anything. We will have so much fun together.

But a big problem is that pigs like mud. My mom won’t like having a dirty house. She would get mad about my pig’s mess. 

Pigs are still my favorite, though. I’m going to imagine having a pet baby pig. I hope that I can get one for my birthday.  I promise that I would never cook my pig for dinner and I would take good care of it.

Thanks for listening.                                                                          ",LOW,80,el265_7,0.2340323479724253,89.42920031378515,95.14,85.80000000000001,90.12306677126172,84.02279661696328,95.14,83.77777777777777,87.64685813158034,"Hello everyone, my name is Leo Nenko. I'm going to tell you a surprise news that I have, I wish I had a pet baby pig. Pigs are my favorite, because they are so cute. My friend says I'm real, because pigs are dirty, but the good thing about having a pet baby pig is I can't Play with it, I want to jump around with my baby pig, we can even play soccer together, the pig can be the 골키포, we can watch TV and eat snacks together, I can drink juice and eat 피자 and 치킨 with my baby pig. Pics will eat everything. We will have so much fun together, but a big problem is that pigs like mud. My mom won't like having a dirty house, she will get mad about my pig's mess. Pictures are my favorite though, I'm going to Imagine having a pet baby pet. I hope that I can get one for my birthday, I promised that I would never cook my pig for dinner and I would take good care of it. Thanks for listening."
el676_6,"Three Things I Can't Live Without 

There are three things I can’t live without. First, I can’t live without my family. They love and support me every day. Whether I need help with my homework or just want to play, my family is always there for me.

Second, I can’t live without my friends. We play games, go on adventures, and help each other. Friends are important because they make every day better and less lonely.

Finally, I can’t live without my favorite books. Books take me to new worlds and let me learn interesting things.

In conclusion, my family, friends, and books are the three things I can't live without. They make my life joyful and full of adventures, and I’m thankful for them every day.",56.428408296805706,1324.444852349752,1204.106258357876,986.0809821569972,1636.2936453211796,8,7,5,0,"Three Things I Can't Live Without 

There are three things I can’t live without. First, I can’t live without my family. They love and support me every day. Whether I need help with my homework or just want to play, my family is always there for me.

Second, I can’t live without my friends. We play games, go on adventures, and help each other. Friends are important because they make every day better and less lonely.

Finally, I can’t live without my favorite books. Books take me to new worlds and let me learn interesting things.

In conclusion, my family, friends, and books are the three things I can't live without. They make my life joyful and full of adventures, and I’m thankful for them every day.",LOW,20,el139_7,0.2223638635668356,89.58436813186813,88.88,82.82499999999999,87.09645604395604,85.81329695767197,88.88,78.95,84.54776565255732,"There are 3 things I can't live without first, I can't live without my family. They love and support me every day whether I need help with my homework or just want to play. My family is always there for me. Second, I can't live without my friend. We play games, go on adventures, and help each other. Friends are important because they make every day better and less lonely. Finally, I can't live without my favorite books. Books take me to new worlds and let me learn interesting things. In conclusion, my family, friend, And books are the 3 things I can't live without, they make my life Joyful and full of adventure and I'm thankful for them every day."
el654_8,"Hi everyone, Merry Christmas! Yes, I know it’s not Christmas, but really wish it was. My name is Soo Hyun and I want to tell you about my favorite holiday, Christmas!
Many people like winter because you can ski, make snowman and drink hot chocolate. But I like winter because that’s when Christmas is.
At Christmas time we can start decorating. My family decorates a tree every year. We even decorate our living room and our apartment door.
Another great thing about Christmas is presents! Many of my friends say they don’t believe in Santa Clause, but I still do. 
Last year he gave me four dolls. So if you want presents, don’t forget to write a letter to Santa.
My favorite thing about Christmas is spending time with my family.
All of the things people can do at Christmas are things we do together. 
We all really like decorating the tree and eating yummy candy can together. How about you? What do you love about Christmas?",54.279126738063006,1384.233988866254,1102.6552052359802,1112.6814220984022,1522.443105838037,8,6,5,2,"Hi everyone, Merry Christmas! Yes, I know it’s not Christmas, but really wish it was. My name is Soo Hyun and I want to tell you about my favorite holiday, Christmas!
Many people like winter because you can ski, make snowman and drink hot chocolate. But I like winter because that’s when Christmas is.
At Christmas time we can start decorating. My family decorates a tree every year. We even decorate our living room and our apartment door.
Another great thing about Christmas is presents! Many of my friends say they don’t believe in Santa Clause, but I still do. 
Last year he gave me four dolls. So if you want presents, don’t forget to write a letter to Santa.
My favorite thing about Christmas is spending time with my family.
All of the things people can do at Christmas are things we do together. 
We all really like decorating the tree and eating yummy candy can together. How about you? What do you love about Christmas?",LOW,60,el265_7,0.1934642818178337,84.37644316467846,81.53999999999999,81.91176470588236,82.60940262352028,83.03209427465895,81.53999999999999,80.60416666666666,81.72542031377519,"Hi everyone, Merry Christmas! Yes, I know it's not Christmas but really wish it was. My name is 수연 and I want to tell you about my favorite holiday Christmas. Many people like winter because you can ski, make snowman, and drink hot chocolate. But I like winter because that's when Christmas is at Christmas time. You can start decorating. My family decorates a tree every year. We even decorate our living room and our apartment door. Another big thing about Christmas is presents. Many of my friends say they don't believe in 산타 클라스, but I should do that. Last year, he gave me four dogs. So if you want presents, Don't forget to write a letter to Sandra. My favorite thing about Christmas is celebrating time with my family. Oh, for the thing people can do at Christmas, our team, we do together. We all really like celebrating the tree and eating yummy candy can together. How about you, what do you love about Christmas?"
el572_9,"Why I Love Reading

대곡초등학교 3학년 최연서

Hello everyone. Guess how many books I've read this year! More than one hundred books! My name is Alazne and today, I will talk about why I love reading books.

Reading could be boring. I need patience and concentration while I'm sitting down. It takes a long time to read a book, but I am usually so busy doing my homework and hanging out with friends.

Then, why do I like reading books? First, I can meet a variety of different characters in the story. Reading helps me to understand different minds, socialize better, and improve my language ability. By reading books, I can improve vocabulary and sentence structure.

Why don't you give it a try tonight? Short stories, or even comic books are just fine! That's all I wanted to say. Thank you!
",53.032087470816954,1309.7290580794358,1171.0249819445232,922.0096617952642,1540.1365533117016,8,7,5,0,"Why I Love Reading

대곡초등학교 3학년 최연서

Hello everyone. Guess how many books I've read this year! More than one hundred books! My name is Alazne and today, I will talk about why I love reading books.

Reading could be boring. I need patience and concentration while I'm sitting down. It takes a long time to read a book, but I am usually so busy doing my homework and hanging out with friends.

Then, why do I like reading books? First, I can meet a variety of different characters in the story. Reading helps me to understand different minds, socialize better, and improve my language ability. By reading books, I can improve vocabulary and sentence structure.

Why don't you give it a try tonight? Short stories, or even comic books are just fine! That's all I wanted to say. Thank you!
",LOW,20,el620_9,0.4944806315082162,79.41090969215969,66.3,76.78333333333333,74.16474767516435,69.09062040525022,66.3,75.3,70.23020680175007,"Hello everyone! Yes, how many books I read this year? More than 100 books when it's allowed and say, I will talk about why I love reading books. Reading a couple Boring, I need patience and concentration, but I'm sitting down. It is a long time to read a book, but I'm the least busy doing my homework and hanging out in France. Then, why do I like reading books? First, I came with a variety of different characters in the series. Reading helps me to understand my 수술하다 and improve my language ability. By reading books, I can improve 목욕 and center structure. 완전적이밀어, try to make short stories or even comic books are just fine. That's all I have to say. Thank you!"
el691_9,"Hey there my name's suzy

Ever wonder why the weather changes

Well the Earth has these gases around it called greenhouse gases They're cool because they keep the temperature just right for living things But if there are too many of these gases like carbon dioxide made by people the Earth gets warmer Right now it's getting hotter and that's tough for animals and plants

We can do a few things to use less energy

1. Remember to unplug stuff like TVs or computers when you're not using them And turn off the lights too

2. Try walking or taking the bus instead of always riding in a car

3. Don't open the fridge a lot that helps save energy

4. Use stairs instead of the elevator if you can

These small changes can help us a lot in the future making life safer and better for everyone
",52.989481497656506,1239.339685751877,1266.6392596906448,1016.7325326173668,1185.158584135258,8,7,5,2,"Hey there my name's suzy

Ever wonder why the weather changes

Well the Earth has these gases around it called greenhouse gases They're cool because they keep the temperature just right for living things But if there are too many of these gases like carbon dioxide made by people the Earth gets warmer Right now it's getting hotter and that's tough for animals and plants

We can do a few things to use less energy

1. Remember to unplug stuff like TVs or computers when you're not using them And turn off the lights too

2. Try walking or taking the bus instead of always riding in a car

3. Don't open the fridge a lot that helps save energy

4. Use stairs instead of the elevator if you can

These small changes can help us a lot in the future making life safer and better for everyone
",LOW,0,el729_9,0.2243819693766168,92.15515871892391,94.94,86.83076923076922,91.3086426498977,86.4152380952381,94.94,82.72,88.02507936507936,"Hey there, my name is 수지. Ever wonder why the weather changes? Well, the art has these gases around it called greenhouse gases. They're cool because they keep the temperature just right for living things. But if there are too many of these gases, like carbon dioxide made by people, the art gets warmer. Right now it's getting hotter and that's tough for animals and plants. We can do a few things to use less energy. Number one, remember to unplug stuff like TV's or computers when you're not using them and turn off the light too. Number 2, try walking or taking the 버스 instead of always riding in a car. Number 3, don't often freeze a lot. That helps save energy. Number 4, use their instead of the 엘리베이터 if you can. These small changes can help us a lot in the future, making ourselves better for everyone."
el613_8,"Hello everyone!

My name is Iris, and I am in third grade.

Today, I want to talk about our planet, Earth.

Did you know that Earth is getting very hot?

This is a big problem for all of us.

When we throw trash anywhere to make our lives easier, 

that trash comes back to us and makes our lives uncomfortable.

Right now, we have a lot of water, but by the year twenty fifty, our country could be the number one country with water problems.

This means we might not have enough water to drink or use.

To stop this from happening, we need to start working now.

We can reduce our trash, recycle more, and save water every day.

For example, using reusable bags or turning off the tap while brushing our teeth.

If we tell our family and friends about these actions, more people can join in and help.

Small actions can make a big difference!

Let's work together to protect our Earth and our country!

Thank you for listening!",52.60203860991053,1244.1827192510498,1220.3361121929006,963.7847608410578,1579.9035052345698,8,6,5,0,"Hello everyone!

My name is Iris, and I am in third grade.

Today, I want to talk about our planet, Earth.

Did you know that Earth is getting very hot?

This is a big problem for all of us.

When we throw trash anywhere to make our lives easier, 

that trash comes back to us and makes our lives uncomfortable.

Right now, we have a lot of water, but by the year twenty fifty, our country could be the number one country with water problems.

This means we might not have enough water to drink or use.

To stop this from happening, we need to start working now.

We can reduce our trash, recycle more, and save water every day.

For example, using reusable bags or turning off the tap while brushing our teeth.

If we tell our family and friends about these actions, more people can join in and help.

Small actions can make a big difference!

Let's work together to protect our Earth and our country!

Thank you for listening!",LOW,0,el729_9,0.3635030195617585,90.5022615728498,96.63,85.34230769230768,90.82485642171916,72.01840490797547,96.63,78.3,82.31613496932516,"Hello everyone, my name is Alice and I am in 3rd grade. Today, I want to talk about our Planet Earth. Did you know that Earth is getting very hot? This is a big problem for all of us. When it draw trash anywhere to make our lives easier, the trash comes back to us and makes our lives uncomfortable. Right now we have a lot of water, but by the year 2050, our country could be the number 1 country with water problems. This means we might not have enough water to drink or use. To stop this from happening, we need to start working now. We can read our trash, recycle more and saving water every day for example using new German bags or turning off the tap while brushing our teeth. If we tell our family and friends about this action more people can join in and help. Small actions can make a big difference. Let's work together to protect our art and our country. Thank you for listening."
el581_8,"이순신장군 General Yi Sun-sin – 조유진
Let me introduce one of the heroes in Korean History, General Yi Sun-sin.
 
Yi Sun-sin was a great general who lived long ago. He is best remembered for his bravery and smart strategies during the Japanese invasions of Korea, called the Imjin War. One of his most famous achievements was using special ships called ""turtle ships"". These ships had strong, armored shells that made them hard to sink.
 
General Yi Sun-sin was not only a brave fighter but also a wise leader who cared deeply about his country and his soldiers. He never gave up, even when things were tough. Because of his courage and skill, he is still remembered as a national hero in Korea today.
 ",51.71907599842231,1223.840529394554,1241.2871204042492,903.9150875880256,1467.7684076033545,8,7,5,0,"이순신장군 General Yi Sun-sin – 조유진
Let me introduce one of the heroes in Korean History, General Yi Sun-sin.
 
Yi Sun-sin was a great general who lived long ago. He is best remembered for his bravery and smart strategies during the Japanese invasions of Korea, called the Imjin War. One of his most famous achievements was using special ships called ""turtle ships"". These ships had strong, armored shells that made them hard to sink.
 
General Yi Sun-sin was not only a brave fighter but also a wise leader who cared deeply about his country and his soldiers. He never gave up, even when things were tough. Because of his courage and skill, he is still remembered as a national hero in Korea today.
 ",LOW,20,el610_8,0.2298367467149751,53.645,82.55,58.68,64.95833333333333,23.223045603487535,82.55,49.575,51.78268186782918,"Let me introduce one of the heros in Korean history. Jeneral, 이순신, 이순신 was a great jeneral who lived long and he's best to remember, always brave and smart. Strains heresies during the Japanese invasion of Korea during the invasion of Korea during the invasion of Korea during the invasion of Korea during the invasion of Korea during the invasion of Korea during the invasion of Korea during the invasion of Korea during the invasion of Korea during the invasion of Korea during the invasion of Korea during the invasion of Korea during the invasion of Korea A marted shadow that made them hard to sing. 제이네나 리술신 was not only a brave fight, but also a nice leader who cared deeply about his country and his country. So that's him, 내 방에서, even when things were tough because of who he is, and he is still 2년 방, as a 4살 hero인 꼬리야 today."
el723_6,"Hi, my name is Tina and today I want to talk about my favorite food, popcorn. Many people love popcorn. Popcorn is great to eat at baseball games, movies, or just as a snack at home. But have you ever wondered why popcorn pops? Not all corn can turn into popcorn. Popcorn is made from a special variety of corn. Here's how it works: When popcorn heats up, the water inside the kernel turns into steam. Steam is a kind of hot gas. This steam needs more and more room, so it builds up pressure. The hard shell of the popcorn kernel keeps the steam trapped inside. When the pressure gets too high - POP! - the kernel explodes and turns into fluffy popcorn. This happens so fast that it makes a popping sound. So next time you eat popcorn, remember how a tiny bit of water can turn into a yummy snack. Science can be delicious! Thank you for listening to my speech. Have a nice day!",51.50488854550434,1223.801795411964,1187.5816985012168,1121.8604982506968,1747.0168139606042,8,8,5,0,"Hi, my name is Tina and today I want to talk about my favorite food, popcorn. Many people love popcorn. Popcorn is great to eat at baseball games, movies, or just as a snack at home. But have you ever wondered why popcorn pops? Not all corn can turn into popcorn. Popcorn is made from a special variety of corn. Here's how it works: When popcorn heats up, the water inside the kernel turns into steam. Steam is a kind of hot gas. This steam needs more and more room, so it builds up pressure. The hard shell of the popcorn kernel keeps the steam trapped inside. When the pressure gets too high - POP! - the kernel explodes and turns into fluffy popcorn. This happens so fast that it makes a popping sound. So next time you eat popcorn, remember how a tiny bit of water can turn into a yummy snack. Science can be delicious! Thank you for listening to my speech. Have a nice day!",LOW,0,el265_7,0.1206477668275406,75.56155689274202,79.31,75.12647058823529,76.66600916032577,79.70994766327583,79.31,78.2735294117647,79.09782569168017,"Hi, my name is Tina, and today I want to talk about my favorite popcorn. Many people love popcorn. Popcorn is great to eat at baseball games, movies, or just as a snack at home. But have you ever wondered why popcorn pops? Not a 콘텐트, I need to popcorn. Popcorn is made from a special variety of corn. Here how it works. When 팝콘이 져, the water inside the 건너 turns into steam. Steam is a kind of pocket. This steam needs more and more room, so it feels the fresher. The horses of the 팝콘 건너 keep the steam trap inside. When the pressure gets too high, the 건너 it flows and turns into lucky 팝콘. This happens so fast that it makes a 팝잉 sound. So next time you eat popcorn, remember how a tiny bit of water can turn into yummy food. That sounds delicious. Thanks for listening to my speech. Have a nice day."
el177_7,"Hi everyone my name is Beom Joon.
Do you like creepy crawly insects?
Most people don't, but I love insects.
My dream is to become an insect scientist or entomologist when I grow up.
I think insects are interesting because they are so many different kinds.
I want to tell you about my favorite insect the praying mantis.
The praying mantis looks scary.
They have long thin bodies with sharp looking front legs that are bent like they're praying.
Mantises stand on their four hind legs and stay still on green leaves and wait for their prey.
They like to eat pests like grasshoppers and ants.
That's why I think farmers like the praying mantis,too.
The mantis's enemy are wasps.
They fight them when they come close.
So I hope you can see how some of these creepy crawly creatures are our friends.
What is your favorite insect?",51.10975274911692,1349.978478919287,1097.0902684751172,1066.6269287949544,1371.148291467964,8,7,5,3,"Hi everyone my name is Beom Joon.
Do you like creepy crawly insects?
Most people don't, but I love insects.
My dream is to become an insect scientist or entomologist when I grow up.
I think insects are interesting because they are so many different kinds.
I want to tell you about my favorite insect the praying mantis.
The praying mantis looks scary.
They have long thin bodies with sharp looking front legs that are bent like they're praying.
Mantises stand on their four hind legs and stay still on green leaves and wait for their prey.
They like to eat pests like grasshoppers and ants.
That's why I think farmers like the praying mantis,too.
The mantis's enemy are wasps.
They fight them when they come close.
So I hope you can see how some of these creepy crawly creatures are our friends.
What is your favorite insect?",LOW,50,el265_7,0.1965829535838363,88.4248677248677,89.11,85.02333333333334,87.51940035273367,79.86013986013987,89.11,80.25,83.07337995337996,"Hi everyone, my name is 반준. Do you like to pick early insects? Most people don't, but I have insects. My dream is to become an insect science or an pharmacist when I grow up. I think insects are interesting because they are so many different kinds. I want to tell you about my favorite insect of praying mantis. The praying mantis looks scary. They have long thin bodies with sharp looking front legs that are a band. Like they are praying, mantis stand on their four high legs as they still hungry and wait for their prey. They like to eat pets like grasshop and ants. That's why I think farmers like to pray mantis too. The mantises' enemy are wasps. They fight them when they come close. So I hope you can see how some of these creepy, cloudy creatures are our friends. What is your favorite insect?"
