id,without_stt_accuracy_score,without_stt_empty_score,without_stt_prosody_score,without_stt_toatal_score,with_stt_accuracy_score,with_stt_empty_score,with_stt_prosody_score,with_stt_toatal_score,transcribed
el620_9,92.38886858349579,94.22,88.31666666666666,91.64184508338748,94.18619281045753,94.22,88.59615384615384,92.3341155522038,"Hello, my name is Rebecca. Today, I'll talk about the importance of reading. As I read a lot of books for a while, I could feel the various effects of reading. I'd like to share 3 main things among them. First, reading books can develop our linguistic skills. Just a year ago, I didn't enjoy reading. As I had difficulty in areas such as grammar and reading, I started to read books. And as a result, I was able to make up for what I lack and my writing ability improved. second, reading helps us to improve our concentration. paying attention to the story to follow along helps our brain stay focused for longer periods of time. The more we practice reading, the better we get at focusing on other things like schoolwork or even sports. Lastly, reading allows us to have better knowledge. When we read books in various field, we can discover new fact that we didn't learn at school. The more you read, the more knowledge you get. It makes it easier to have fun conversations with classmates. Reading is a good daily habit. Even a few pages of reading can help us focus better, learn more, and become smarter. Thank you!"
el172_8,78.97180466180467,93.54,81.37666666666667,84.62949044282378,57.63626371112784,93.54,72.725,74.63375457037594,"I had it and today I'm going to talk about my favorite subject in school. My favorite subject in school is P.E. A physical education. I love P.E. Because it is so much fun and exciting, I enjoy exercise and P.E. Class gives me the chance to do that. Why? Having a great time in P.E will play well. My different games like basketball, baseball and soccer. Me also, my running and jumping rough which are some of my favorite activities every day is different and that makes it exciting because you never know what we will do next, I always look I'm looking forward to it because it's a break from sitting in class and I get to move around and stay active. Also, my favorite teacher is very kind and caring. She always makes sure everyone is inclusive and having fun. We even get to learn New game?"
el654_8,84.37644316467846,81.53999999999999,81.91176470588236,82.60940262352028,83.03209427465895,81.53999999999999,80.60416666666666,81.72542031377519,"Hi everyone, Merry Christmas! Yes, I know it's not Christmas but really wish it was. My name is 수연 and I want to tell you about my favorite holiday Christmas. Many people like winter because you can ski, make snowman, and drink hot chocolate. But I like winter because that's when Christmas is at Christmas time. You can start decorating. My family decorates a tree every year. We even decorate our living room and our apartment door. Another big thing about Christmas is presents. Many of my friends say they don't believe in 산타 클라스, but I should do that. Last year, he gave me four dogs. So if you want presents, Don't forget to write a letter to Sandra. My favorite thing about Christmas is celebrating time with my family. Oh, for the thing people can do at Christmas, our team, we do together. We all really like celebrating the tree and eating yummy candy can together. How about you, what do you love about Christmas?"
el403_8,89.83091075591074,88.77,85.48636363636363,88.02909146409145,80.7796712943745,88.77,83.97222222222223,84.50729783886557,"Hello everyone, my name is Julie. Welcome to my house. I love this place more than anywhere in the world. Let me show you around and you will see my house is great. First, I have a bedroom. My 테디벨 is in the toy box. The 필요 is on the bed. It is soft and white. My books are on the book shops. The mini 소파 is behind the bed. My dog is in the closet. Next, we have a 서드룸. There is a big desk and I read books here. The comic books are behind the desk. Over there is my mom's bedroom. There is a 마사 chair in a room. There is a plan behind the curtains. I love the plan, because it makes our house beautiful and fresh. There is a bathroom across from the storage room and another small bathroom next to my mom's bedroom. There is a hurry between the storage room and the answers. I like my house a lot because it is very comfortable and nice. Thanks for listening."
el526_9,84.03766227644904,90.34,78.85624999999999,84.41130409214968,59.416666666666664,90.34,71.3,73.68555555555555,"Hello, my name is 다은, it is pleasure to meet you. Today, I want to introduce my favorite food which is 떡볶이. 떡볶이 is the food that I would love to eat. I will tell you how to make 떡볶이 today. Before you make, you need some ingredients such as red cake, fish cake and red pepper sauce. To make 떡볶이, you need to have a pot. Here are the steps you should follow first. Water in the pot and 보일. second, put red pepper sauce in the water and add some sugar and red pepper powder. When the water starts to 보일, you can add rice cake and fish cake. Lessonally, you can put some more eggs and onions to make it more delicious. If you don't like spicy food, you can put cheese on the top. So this is my special recipe to make 떡볶이. Isn't it easy? You should follow my recipe to make 떡볶이. Thank you for listening."
el690_7,85.07607824274491,93.88,83.05,87.33535941424832,86.26774376417234,93.88,81.75714285714287,87.30162887377173,"Hello everyone, my name is Harry. This month I'm going to talk about my favorite kinds of magic. My favorite magic is magic through the ring magic. That trip is there's a small hole in the ring and the second one is a nice blue magic. That trip is there's a small magnet there. The third magic is that dumb I sleep with a light. That truck has a small light inside the dump shape frame. Thank you for listening."
el141_8,73.19685143288083,68.45,57.599999999999994,66.41561714429362,25.925453886391388,68.45,55.7125,50.02931796213047,"Hello, my name is 눈경재, I'm nice out, have you ever 간 캠핑, I love 캠핑, I often go with my family, I'm going to talk about my 캠핑 trip, I don't own this summer, I'm with the 계산, with my mom, dad and baby brother on the same day. My dad grew up too. And? A present in the water? I'm just family on the two, but I'm okay with song, my mom, 축구 cake, of my baby brother, so I cook. A family rocket. Later on, or with I mean the title and swimming pool. I watched 유튜브 in the 캠핑장 and took a look at them."
el399_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
el167_9,89.09011442036075,85.98,89.23157894736843,88.10056445590972,89.02834001224093,85.98,88.46578947368423,87.8247098286417,"Chase, who was Linkin's treasure secretary, said the wish never happened, but the poor are already experiencing how. Did you ever know how many people die because of starvation? I will tell you. Every 5 second, a child is dying due to hungry. Every day, 25,000 people, including more than 10,000 children, die from hungry and related causes. The first reason why many people are hungry is because of the price of bread increasing due to climate changes. Climate Changes are due to pollution. The second reason is that while we're concentrated in developed countries, people in pool countries are about to be exposed to hungry. What can you do to prevent starvation? Pollution should be stopped. The easy thing we can do is to eat everything without leaving any food behind. You should be thankful for the food you have right now. We should donate for undevelop countries such as Africa. One friendly letter to Africa will give them some water and bread. Don't just think, move into action. I'm trying my best to eat all of my food and I'm also giving donations every year. There are lots of things we can do. Let's try our best to stop starvation. Thank you for listening."
el185_9,91.58449874587686,88.48,86.46071428571429,88.84173767719705,91.96692821067822,88.48,89.39500000000001,89.94730940355942,"Hello, my name is Stanley. Today, I like to talk about the movie called inside out. The movie is about emotions. There were not many characters in inside out 1, but more characters appeared when inside out 2 was released. Next, I will tell you about my favorite character. Everyone loves Joy, but mine is different. My favorite character is angry. Because when Joy was angry and sad, he comforted Joy. Anger is not always angry, however, I hate anxiety because she almost broke the main character's brain. After watching the movie, I thought about my emotions too. The most emotion that I feel is anxiety, because when I meet a difficult question, I feel anxious, especially math. I can study math well when I get easy math questions. But when I get difficult math tests, I feel anxious and it gives me 스트레스 a lot and I hope I could study math with joy every day. I hope all of my emotions live heavily together with me."
el546_9,92.49196318671656,96.74,84.07272727272726,91.10156348648127,86.57539335664333,96.74,84.409375,89.24158945221444,"Hello, my name is 승진. This summer, I took her to the USA for the first time. First, I went to effort and I was very curious because there was so many people going to the USA. The flight to Chicago was hot because it took 14 hours. When I arrived in Chicago, I went to my grandmother's friend's house, I spent almost there. The next day was the best day. I got on the train and went to downtown Chicago. I bought many souvenils there, I was so impressed by all of the huge building, I ate hamburgers and tried some famous ice cream so I was for my favorite part of the whole trip was seeing downtown, it was so different from my home in polia. But I found a Korean 맛 there, I could buy Korean food that was surprising and helped me to feel less homesick. My first trip to the USA was wonderful experience and I was glad that the American children were kind to me. I hope I can go again soon, thank you for listening."
el115_9,77.16219336219338,14.599999999999994,68.27142857142857,53.34454064454064,58.61538461538461,14.599999999999994,59.6,44.27179487179487,"My name is 할인, my mom sadly lives in the USA, soon my family is going to visit them in LA. We are going to go to Disneyland too. I want an idea to look good here, because it's sad and scary. I want a version 7 years for my friend. We are going to stay at a 호텔 and meet my girlfriend. I want to try American hotdogs, they look delicious, I can't wait to go. We are going to have lots of fun."
el704_9,83.30666599973323,72.19,80.9857142857143,78.82746009514918,73.18785796105384,72.19,73.43333333333334,72.93706376479572,"Hello everyone, I'm 아인, I'm 10 years old. My favorite visit is Disneyland in LA. I want to tell you why I selected this place. First, it was my first 앞으로 travel with my family. The second? There is the wonderful white and food in Disneyland. The sad reason is that I got to buy a lot of character though for my best friend. The sad reason is that my favorite character, Mickey Mouse. I had fun and great memories. I will last forever from Disneyland. I would never forget. That is why Disneyland is my favorite place. When I remember that, I feel happy. Thank you for listening."
el723_6,75.56155689274202,79.31,75.12647058823529,76.66600916032577,79.70994766327583,79.31,78.2735294117647,79.09782569168017,"Hi, my name is Tina, and today I want to talk about my favorite popcorn. Many people love popcorn. Popcorn is great to eat at baseball games, movies, or just as a snack at home. But have you ever wondered why popcorn pops? Not a 콘텐트, I need to popcorn. Popcorn is made from a special variety of corn. Here how it works. When 팝콘이 져, the water inside the 건너 turns into steam. Steam is a kind of pocket. This steam needs more and more room, so it feels the fresher. The horses of the 팝콘 건너 keep the steam trap inside. When the pressure gets too high, the 건너 it flows and turns into lucky 팝콘. This happens so fast that it makes a 팝잉 sound. So next time you eat popcorn, remember how a tiny bit of water can turn into yummy food. That sounds delicious. Thanks for listening to my speech. Have a nice day."
el575_9,79.06235820824055,75.18,77.17666666666666,77.13967495830241,65.80057013273202,75.18,68.3875,69.78935671091068,"Hello, my name's Kevin, it is great to meet you. I have a great interest in soccer, I love playing soccer, and I also love watching soccer games. My favorite soccer team is Tochunam. From this beach, I want to tell you about my favorite team Tochunam. Tochunam is soccer team of England which was made in the 20th-century. It is now one of the best soccer team in the European League. Most famous players are Gary, Alex, Hector, and Colin's best player, Son Heung-rin. Son Heung-rin is the captain of Tochunam. Tochunam home stadium is called the sports stadium and the uniform is blue and white. Recently, Tochunam ran to 5th in Premier League. I love watching soccer games with my dad and on every weekend, I spend my time watching soccer with him. Your new league started last week. I hope Totum win the first place and hope 손흥민 get the MVP also the winning trophy this year. Let's go study! Thank you for listening."
el545_8,86.53392183975829,91.61,77.23333333333333,85.12575172436387,71.6004521004521,91.61,69.8,77.6701507001507,"Hello everyone, my name is 승희윤, I really like to exercise so I want to tell you about the sports activities that I like to do. First, I love to play dodgeball, I often play with my best friends, I am very good at dodgeball. Frand is even better so he usually win. Next, I enjoy riding my bicycle, I ride my bicycle every day, I mostly ride around my apartment with friends before I go to the bike paths next to 무십리버. Finally, my favorite sports is 배드민턴. My dream is to be a 배드민턴 player, I am lucky because there is a huge 배드민턴 샌들 and my 업무. About my building, I really like to go to the 배드민턴 course with my best friend while he might meet me in those. I always win at 배드민턴, it feels great to see myself get better and better after I practice. I like to exercise because it is good for my body, thank you for listening."
el661_8,86.10234697429267,86.63,79.82307692307693,84.1851412991232,88.84969576297821,86.63,83.54375,86.3411485876594,"Hello, my name is Lee Ha-rin. Today, I want to show how I felt like 깜양 after reading the book, The Cat Problem Solver. In the story, 깜양 is a clever cat who helps everyone in the village. After reading about his adventures, I wanted to be like him and make a difference. One day at school, my friend was very upset. Because she lost her favorite pencil. So I thought what 물감양 would look. Inspired 백감양, I started searching it everywhere. After looking around, I finally found the pencil hidden under some paper in the corner of the classroom. When I hand the pencil back to my friend, her big smile made me feel so happy. I learned that We can all be like 감양 by helping others and solving problems. No matter how small they are, thank you so much for listening."
el603_7,83.51677109440267,81.3,78.15526315789475,80.99067808409914,83.30282955606484,81.3,79.05,81.21760985202161,"Why I don't English? I love English. I know you don't say what, but I really do. This is Matt Nancy. I would like to talk about why I don't English. I think that English is fun. Some things have same names in both languages, such as a 택시, a 버스, or a 컴퓨터. My fish are always at apartment or microphone. The Korean language only to quite a few words and clue them apart and mic. It's fun to learn the four names. Also, English is very different from Korean. For example, the letter A has four different sounds. A has an apple, A has a lake. I live in America and often talk. It might be a little confusing, but I have no time for it. My goal in English is to talk to people really. until that day, I will keep learning English. Not only because I need to, but also because I want to. Thank you!"
el551_9,79.95919761890158,87.56,74.84062499999999,80.78660753963386,76.67133838383837,87.56,75.95833333333333,80.06322390572389,"Hello, my name is Sally and I am 10 years old. Today, I'm going to introduce a plant that I grow. The name of the plant I grow is called a fork. It's named fork because its shape remembers a fork. And its name fork is what I created for it. So the shape of the fork is very cute. The fork is a piece of 컨업 피팅 called 크리터포딥. I bought it from a plant store on Jan. 21, 2024. The fork needs to be watered once every 2 months, it requires a lot of 살았 and good air flow. The temperature should not 들어 without 지렁. In the fall, the plant shades its skin and during this time. It's important not to water it. When it says, the plant splits and tears apart. I will care my plant, fork really hard and make it really long. So far, this has been an introduction about my plant fork. Thank you for listening and goodbye."
el380_40,12.0,4.079999999999998,0.0,5.359999999999999,0.0,4.079999999999998,0.0,1.3599999999999994,안녕하세요 반갑습니다.
el152_9,90.40616257523803,98.57,84.30000000000001,91.092054191746,86.75810989616981,98.57,81.9,89.07603663205661,"Hi, my name is 은호, are you happy where you live, I am. Today I introduce the city where I live, 청주. 청주 is a beautiful town full of trees, flowers and plants and bugs on the biggest mountain 왕상. There are many convenient stores, movie theaters, nice nightlife. Nice neighbors, a river and great rules of all the places here. I like to go to the library more because it is quiet, I can focus on reading all the interesting books in the nice, quiet library. 청주 has lots of wonderful places to go. Cheongju's legacy is the 아이언 블랙볼 and the Jikji painting museum. Jikji is the oldest bookprint with moveable metal die in the world. How cool is that? Sandang Mountain for trees is also a beautiful place to go hiking and get an amazing view of the whole city from way up high. Cheongju is a great city to visit with your friends or family, so why don't you come here and take a look, I'm sure you will like what you see. Welcome to cheongju, thank you for listening."
el659_8,88.6371343229172,95.04,85.11875,89.59862810763907,66.78390920268988,95.04,78.75750000000001,80.1938030675633,"Hey, there are future leaders. Have you ever turned your ideas into something amazing? Maybe you thought about starting a fun 유튜브 채널 or even selling the best 초콜릿 and 향. Guess what? You can start right now. Today, I'm going to tell you how we, as kids, can turn our ideas into reality and become the next-generation of awesome entrepreneur. I read about a kid called Ryan Huey last year. When he was 3 years old, he discovered his love for recycling. On a trip to the recycling center with his dad, by age 7, he started his own company, Ryan's recycling, and Hanson's recycling over 1.6 million cans and bottles. Ryan also spoke at school and started a non-profit called products we are. He believes that would support kids coming a big difference by taking action. So what's helping us? We don't have to wait until we're older to start making a difference. We can start right now. whether it's a big idea or a small one, it stepens us closer to our dreams. Let's be brave, let's be creative, and let's become the kind of entrepreneur who shapes the future. Thank you!"
el580_9,87.04479797979799,81.6,83.3325,83.99243265993266,82.33134554300187,81.6,78.62,80.85044851433396,"Hey Ms. Juna, let me introduce the city today. There are many kinds of fish in the sea. There are about 20,000 kinds of fish in the sea. Also, if you look at the sea, there are many corals. instead of corals, they are why they are sleeping. Why is there also a 과리모? She is divided into different parts, and now I want to tell you about different types of sea. Of course, it's the deep sea. In the deep sea, there is a fish called angry fish. It is one of the most popular deep sea fish that everyone knows about. Normally, deep sea fish look scary and they are big. But in the tropical sea, most fish are small and they have cute appearances. Also, they have vivid colors. The most popular tropical fish is called guppy. They are very small and some people raise them at home. Also in the cold sea, tuna and bluefin live. Probably, we eat many fish from the cold sea. In addition, crazy-sensive, we live in the cold sea too. Isn't it very interesting to know about our sea. Our sea is a really amazing place."
el607_8,91.28051740646893,98.23,88.97058823529412,92.82703521392102,90.3143385450132,98.23,85.92,91.48811284833774,"Hello everyone, my name is James. Today, I want to talk about my favorite story and why I love reading. Stories stories are really fun and important for all of us. When we read stories, we can imagine new places and meet interesting characters. There are many types of stories. Some stories are funny, some are magical, and some teach us important lessons about life. My favorite story is called dogman. It is a comic book, which means it has lots of pictures and speech bubble. The story is about a half dog, half man, police officer who fights bad guys in one of the stories. The film B.D. the Cat escapes from J.O, but dogman is smart and catches him. The chief always says, good job dogman, because he is a hero, I really like the dogman, because he is both funny and brave. He always tries to do that, it's right, and he never gives up, even when things are hard. When I read about his adventures, it makes me want to be brave and kind too. I think reading stories helps us learn many things, they show us how to solve problems behind others and use our imagination. I hope you all read lots of fun stories too. Thank you for listening to my speech."
el265_7,91.81745243551966,94.93,85.46190476190475,90.73645239914147,89.76945145497778,94.93,87.75,90.81648381832593,"Hello everyone, I'm 소피아, I'm 8 years old. Today, I will tell you about all of the things that I like. I like to make cookies, I make delicious 초콜릿 쿠키, you should try them. Next, I like to play games. I always play 닌텐도 on the weekends with my sister. We play 닌텐도, sports and minecraft together. I like dogs, because they're so cute. I really want a pet dog, but my 마음 says I cannot yet, I really want a small white dog. I like to watch TV, my favorite show is Wee Bear Bear. It is so fun, I also listen to music when I have free time, I enjoy listening to all kinds of music. Of course, I love food. My favorite fruits are pizza and spaghetti. My dream is to be a cook. So I want to learn how to make pizza and spaghetti. I usually eat syrup for breakfast. It is easy to make. Most of all, I love my family. They are so nice and we do so much together. They help me with my homework every day and listen to me when I want to talk. Thank you for listening. Bye."
el572_9,79.41090969215969,66.3,76.78333333333333,74.16474767516435,69.09062040525022,66.3,75.3,70.23020680175007,"Hello everyone! Yes, how many books I read this year? More than 100 books when it's allowed and say, I will talk about why I love reading books. Reading a couple Boring, I need patience and concentration, but I'm sitting down. It is a long time to read a book, but I'm the least busy doing my homework and hanging out in France. Then, why do I like reading books? First, I came with a variety of different characters in the series. Reading helps me to understand my 수술하다 and improve my language ability. By reading books, I can improve 목욕 and center structure. 완전적이밀어, try to make short stories or even comic books are just fine. That's all I have to say. Thank you!"
el275_9,88.25008700449877,89.01,81.13823529411765,86.13277409953879,85.51388888888887,89.01,78.01666666666667,84.18018518518518,"Hello everyone, I am 손이야, I am 10 years old. Welcome to my bedroom. It is my favorite place, my bed is over here, it is pink and white. My grandma's bed is for me. When I was 6 years old, my bed is really cozy. There is my 테디벨 on the bed. Her name is Luna and she is very soft. My dog is next to my bed. It is pink and white, just like my bed. My desk is over there, I have many things on my desk, so it is messy sometimes. My book shelf is next to my desk. I have many books and I often read at my desk. I read many books. I really like books. My room has a big window so it is bright which makes me happy. I love my room. Thanks for listening."
el116_9,86.4040785000869,86.9,85.04285714285714,86.11564521431468,78.9397095959596,86.9,75.11666666666667,80.31879208754209,"Hello everyone, my name is Helen. I really like to watch Disney movies these days. I especially love Frozen and wish the new movie from Disney. I enjoy the music stories, creativity, imagination, storytelling, colors and everything. The music also captivates me. I used to go to an English academy, but I wasn't really interested in learning English there. While my friends like 케이팝, I prefer practicing Disneyland and sing along with the movie soundtracks. And this is how I started to enjoy learning English. Let me try acting Alison from Frozen. Oh, sorry. Oh, sorry. It's me, Anna, your sister. He didn't mean to make you freeze the summer, I'm sorry, it's all my fault. No, it had to be snow. She couldn't have the tropical magic that covered the furs and was in the warm fire. Yes, cold. How was it? Was it okay? I hope that someday I can sing a decent song track just like 언니 Jin from IW. Dreams are from small things, and I believe in mine. Thank you for listening to my little car."
el641_7,85.69017035595982,82.55,84.9,84.38005678531995,86.45555384158325,82.55,84.8111111111111,84.60555498423146,"Let me introduce my favorite animation named Pokemon. Pokemon is a super popular world loved by many people. It's about creatures called Pokemon that people can catch, train and metal. Pokemon are known for their different abilities like breeding, fire, or controlling water. The goal for a Pokemon trainer is to become the best by catching Pokemon, training them and battling others. The Pokemon world is colorful and full of adventures. Pokemon battles are exciting and teach players about strategies and team work. Pokemon encourages creativity, imagination and learning. It teaches about friendship, perseverance and working together. Overall, Pokemon is a fun and exciting world that continues to bring joy to fans everywhere."
el559_8,88.54706052461471,88.64,80.30000000000001,85.82902017487157,86.62611915886463,88.64,80.22857142857143,85.16489686247868,"My little jobs. Hello, my name is Olivia, I am 10 years old and I am in the 3rd grade. Today I am going to talk about my little jobs to begin with, I get up at 7 o'clock in the morning, then I make my bed because it is my job to keep my own room clean. I brush my hair and teeth before going to school. I always like to help my mom around the house so I set up the table for breakfast. Of course, I also help the dishes after we eat breakfast together. Then I pack my school bag by myself and go to school. After school I make sure to do all my homework for the day, I do my best to study well because I want to make my parents proud of me. I even read a lot of books. At home on my free time. Finally, after greeting my parents good night, I lay in my bed and go to sleep on my room. I am glad I can do all my little jobs."
el686_9,77.5523291925466,83.83,75.0375,78.80660973084886,76.13675607546575,83.83,76.75833333333333,78.90836313626636,"I love the electric Pokemon everyone loves, let me discuss about Pikachu, which is my favorite. Pikachu is one of the most famous Pokemon characters which brightens it up well and a lightening ball shape tail. Pikachu is an electric type Pokemon which means it can generalize and control electricity. It has big round cheeks that store electricity. Letting it use powerful moves like 던져 보트. Pikachu is special because of its friendly and lively personality. And it delivers and friendships adventure and fun, showing that even small creatures can have amazing abilities and make a big impact there. For I think Pikachu's strong and exciting character makes it a favorite character."
el553_7,73.72727272727272,57.43,72.35454545454544,67.83727272727272,61.11082848837209,57.43,65.175,61.238609496124035,"Hello, everyone! My name is Alessandra. I am 8. I go to Samseo Elementary school. Today, I will talk about 닌텐도. 닌텐도 is 게임 머신. It is small and light. I have red and blue Nintendo. I play fun games on Nintendo. I have 20 games. My favorite game is Midopia. Midopia is a 빠진 game. It is very fun and easy. I make me in the game. I am good at 원피스 게임. It is a Japanese game. It is a fighting game. I do it with friends. I want more in the 도집. I want 스프라톤 too. I will ask dad and mom. I love my 닌텐도. Thank you for listening. Bye."
