id,Answer,Plagiarism score,Story score,Best similarity ID,Best similarity score
el635_8,"  Hello, fellow explorers! My name is Irene, but please call me Pandarin today as I share pandastic adventure as a panda. I've always wanted to be a panda because they are cute and one of the most  beloved animals. So here comes my story, of myself, in my new pandastic body.  
  I am going to compete with the Giant Pandas in the annual Bamboo  Olympics.These games offer exciting glimpse into a panda's life.  
  First game is  a  race to see who can eat bamboo stalks the fastest. Then a triathlon that includes  swimming across the mountain streams, running through the forest and climbing  the trees to reach the top. Last, whoever slides down the hill and reaches the finish  line will be the winner.
  As the golden sun began to set, I curl up with my panda friends and drift  off to dreamland. Wishing we could spend more time with our panda friend Fubao.
 But that is the role of Panda Diplomacy and it will help us to protect endangered species. Maybe one day, we'll al become pandas together. Thanks  for listening and have a pandastic day.",LOW,80,el454_9,0.1787620336788999
el641_7,"Let  me  introduce my  favorite animation named Pokémon.
Pokémon is a super popular world loved by many people. It's about creatures called  Pokémon that people can catch, train, and battle. Pokémon are known for their  
different abilities, like breathing fire or controlling water.  
The goal for Pokémon trainers is to become the best by catching Pokémon, training  them, and battling others. The Pokémon world is colorful and full of adventures.  Pokémon battles are exciting and teach players about strategy and teamwork.  
Pokémon encourages creativity, imagination, and learning. It teaches about  friendship, perseverance, and working together. Overall, Pokémon is a fun and  exciting world that continues to bring joy to fans everywhere.  ",LOW,20,el686_9,0.30922128199293686
el613_8,"Hello everyone!

My name is Iris, and I am in third grade.

Today, I want to talk about our planet, Earth.

Did you know that Earth is getting very hot?

This is a big problem for all of us.

When we throw trash anywhere to make our lives easier, 

that trash comes back to us and makes our lives uncomfortable.

Right now, we have a lot of water, but by the year twenty fifty, our country could be the number one country with water problems.

This means we might not have enough water to drink or use.

To stop this from happening, we need to start working now.

We can reduce our trash, recycle more, and save water every day.

For example, using reusable bags or turning off the tap while brushing our teeth.

If we tell our family and friends about these actions, more people can join in and help.

Small actions can make a big difference!

Let's work together to protect our Earth and our country!

Thank you for listening!",LOW,0,el729_9,0.36350301956175857
el550_9,"Hello, my name is Viki, and I'm 10 years old. Today, I'd like to introduce my family.
First, let me tell you about my mom. She's incredibly kind and always makes the most delicious meals for us.
Next is my dad. He's very friendly, and I enjoy spending time with him. I eat delicious food with him and watch TV together.
Now, let me introduce my pet. His name is Moca. And he is lizard. He is my special pet. And he absolutely loves to eat food! In fact, he's probably the most popular member in my family. He also comforts me when I'm feeling down.
That's the end of my family introduction. Thank you for listening, and goodbye!
",LOW,30,el610_8,0.4366193689487905
el574_8,"Today, I’d like to talk about my favorite animation, “One Piece”

""One Piece"" is a popular animated series about a young pirate named Luffy. He wants to find the greatest treasure, called the ""One Piece,"" to become the Pirate King. Luffy has a special power to stretch his body like rubber because he ate a magical fruit.

Luffy travels with his friends who each have unique skills and dreams. Through his travel, we can learn lessons about friendship, courage, and following dreams. 

In conclusion, ""One Piece"" is loved not only for its exciting stories but also for its important life lessons, inspiring people with its message of adventure, teamwork, and perseverance.
",LOW,20,el610_8,0.20350181695766173
el603_7,"Why I Learn English

I. Love. English. I know you would all say, ""what?"" But I really do! This is Matthew, and today I would like to talk about why I learn English.

 I truly think that English is fun! Some things have same names in both languages, such as a taxi, a bus, or a computer. My favorites are words like 'apartment' or 'microphone.' The Korean language only took parts of the words and call them 'apart' and 'mic.' It's fun to learn their full names.

Also, English is very different from Korean. For example, the letter 'A' has four different sounds. 'A' as an apple, 'A' as a lake, 'A' as America, and 'A' as talk. It might be a little confusing, but I have no time to get bored!

My goal in English is to talk to foreigners freely. Until that day, I will keep learning English not only because I need to, but also because I want to.

Thank you.",LOW,20,el281_8,0.3225213853490864
el691_9,"Hey there my name's suzy

Ever wonder why the weather changes

Well the Earth has these gases around it called greenhouse gases They're cool because they keep the temperature just right for living things But if there are too many of these gases like carbon dioxide made by people the Earth gets warmer Right now it's getting hotter and that's tough for animals and plants

We can do a few things to use less energy

1. Remember to unplug stuff like TVs or computers when you're not using them And turn off the lights too

2. Try walking or taking the bus instead of always riding in a car

3. Don't open the fridge a lot that helps save energy

4. Use stairs instead of the elevator if you can

These small changes can help us a lot in the future making life safer and better for everyone
",LOW,0,el729_9,0.2243819693766168
el454_9,"My Little Jobs




Hello, my name is Lily. I am 10years old and  I am in the 3rd grade. Today, I am going to talk about my little jobs. To begin with, I get up at 7 o'clock in the morning. Then, I make my bed because it is my job to keep my own room clean. Next, I brush my hair and teeth before going to school. I always like to help my mom around the house so, I set up the table for breakfast. Of course, I also help do the dishes after we eat breakfast together. Then, I pack my school bag by myself and go to school. After school, I make sure to do all my homework for the day. I do my best to study well because I want to make my parents proud of me. I even read a lot of books at home on my free time. Finally, after greeting my parents good night, I lay in my bed and go to sleep in my room. I am glad I can do all my little jobs by myself.",LOW,30,el559_8,0.9767515943793497
el141_8,"My Summer Trip
Hello, I am Yun Kyeongjae. I’m 9 years old. Have you ever gone camping? I love camping and I often go with my family. I’m going to talk about my camping trip I went on this summer. I went to Goesan with my mom, dad and baby brother. On the first day, my dad blew up my tube and  I played in the water. I almost fell off the tube, but I was okay. It was so funny. My mom took care of my baby brother, so I could play longer.

Later on, I was tired after swimming so I watched You-tube in the camping car and took a rest. Then, my uncle and I shot toy guns. At dinnertime, our family had a barbeque. We ate lots of meat and drank coke. Eating outside with my family was so great. At night, we shot firecrackers. It was so beautiful and colorful. I love camping and being in nature. When we came home, I was sad. It was such a great camping trip so I want to go camping again soon. 

Thanks for listening.
",LOW,90,el546_9,0.29252119125020704
el723_6,"Hi, my name is Tina and today I want to talk about my favorite food, popcorn. Many people love popcorn. Popcorn is great to eat at baseball games, movies, or just as a snack at home. But have you ever wondered why popcorn pops? Not all corn can turn into popcorn. Popcorn is made from a special variety of corn. Here's how it works: When popcorn heats up, the water inside the kernel turns into steam. Steam is a kind of hot gas. This steam needs more and more room, so it builds up pressure. The hard shell of the popcorn kernel keeps the steam trapped inside. When the pressure gets too high - POP! - the kernel explodes and turns into fluffy popcorn. This happens so fast that it makes a popping sound. So next time you eat popcorn, remember how a tiny bit of water can turn into a yummy snack. Science can be delicious! Thank you for listening to my speech. Have a nice day!",LOW,0,el265_7,0.1206477668275406
el533_9,"Do you like stories? I love stories. I am thrilled when I can be transported to a mind-blowing place and all the more so when I am the one who creates it. I believe stories shape the world we live in and connect the people we live with. I want to be a writer who writes those amazing stories. 
First, stories change the world. Every day, we dream of a better world. With the bold imagination of writers, anything can happen in the stories. We can glimpse an inconceivable world. Imagine a microchip in your brain that lets you finish homework in the blink of an eye or veggie patches on your cheek so that you can skip eating broccoli! I bet most of the ideas that appear in fiction will become reality. Isn’t it amazing?
Furthermore, stories connect people. Recently, I read a book called “Kay’s Marvellous Medicine” by Adam Kay. I couldn’t help but run to my mom and laugh with her whenever I came across hilarious sentences. I love to chat with anyone about the books I read. I think stories are the spaces where everyone can connect regardless of age, gender, or location. 
Inside me are all types of seeds. Some are big, glossy, and stripy. Some are bright, pungent, and noisy. Each seed holds its own story. Some fidgety stories wriggle inside the seed so hard that I have to let them free so that they can unfurl themselves. That’s how I cultivated a beautiful story garden. To all my soon-to-be readers, would you visit my lovely garden?
",LOW,30,el607_8,0.3530280790707552
el167_9,"                           To prevent starvation

Chase, who was Lincoln's treasury secretary, said, ""The rich never enter heaven, but the poor are already experiencing hell.""

Did you ever know how many people die because of starvation? I will tell you. Every five seconds, a child is dying due to hunger. Each day, 25,000 people, including more than 10,000 children, die from hunger and related causes.

The first reason why many people go hungry is because of the price of grain increasing due to climate changes. Climate changes are due to pollution. The second reason is that wealth is concentrated in developed countries. People in poor countries are bound to be exposed to hunger.

What can you do to prevent starvation? Pollution should be stopped. The easy thing we can do is to eat everything without leaving any food behind. You should be thankful for the food you have right now. We should donate for undevelopped countries such as Africa. One friendly letter to Africa will give them some water and bread. Don’t just think. Move into action. 

I’m trying my best to eat all of my food and I’m also giving donations every year. There are lots of things we can do. Let’s try our best to stop starvation. Thank you for listening.",LOW,0,el462_7,0.20405195381611851
el552_9,"
My Family
Hi! I am Jian. I will tell you a story about spending time with
my friends during winter vacation.
At that time, I had a talent show at winter school. My friends gathered at
my house to make buldaksam. We got cheese buldak, cream buldak, and original buldak ingredients. My friend brought rice paper from home.
We put our jackets on the sofa, washed our hands, and got to work.
First, we boiled ramen. Next, we put rice paper in hot water and put
cooked chicken on top. We wrapped it with rice paper and sprinkled sesame seeds on top of it.
One of my friends filmed a video to give to the teacher. After we finished,
I ate it together with my friends. It was so tasty.
After, I went to a restaurant for dinner and played with my friends. It was a very special day.
Thank you for listening.
",LOW,60,el694_8,0.24223432879212792
el291_7,"Three wishes
If I can wish for any three things in the world, I will make these three wishes.
First, I wish for everything I do will have a good result. The process of trying hard and doing my best is the most important. But if the result is also good, I will feel good. A good result will be confidence to take on other challenges.
Second, I wish everyone I know will be healthy. I think health is the most important thing in a life. When you are sick, your daily life becomes difficult. Being sick is sad, and if you are healthy, everything is fun.
Third, I wish the Earth will be clean. Pollution is making our Earth very sick. Sometimes people make the Earth very dirty. We all need to help keep our Earth clean. We can help by picking up garbage when we see it. A good way to help the Earth is to recycle. We can recycle paper, plastic, and glass. We can reuse some things many times before we throw them away. Our Earth is a beautiful place we need to protect it.",LOW,0,el729_9,0.475864660258805
el492_8,"Hi everyone!
Today, I want to share something really exciting with you.
MY DREAM! 
I want to be a doctor when I grow up.
Being a doctor means helping people feel better when they’re sick.
Doctors work in hospitals and clinics to take care of patients.
They help people by giving them medicine and advice. Sometimes they give surgery too. 
They also need to practice their skills in medical school.
And I’m excited to learn about how our bodies work.
I want to study hard and perform well in school to make my dream come true.
My dream of being a doctor makes me excited about the future.
Thank you for listening about my dream. ",LOW,20,el490_8,0.3143184382512117
el572_9,"Why I Love Reading

대곡초등학교 3학년 최연서

Hello everyone. Guess how many books I've read this year! More than one hundred books! My name is Alazne and today, I will talk about why I love reading books.

Reading could be boring. I need patience and concentration while I'm sitting down. It takes a long time to read a book, but I am usually so busy doing my homework and hanging out with friends.

Then, why do I like reading books? First, I can meet a variety of different characters in the story. Reading helps me to understand different minds, socialize better, and improve my language ability. By reading books, I can improve vocabulary and sentence structure.

Why don't you give it a try tonight? Short stories, or even comic books are just fine! That's all I wanted to say. Thank you!
",LOW,20,el620_9,0.49448063150821625
el621_7,"Hi My name is Seyeon Cho. Do you have anything that is special to you? Well, for me, there is this doll named “Beagle” which I’m going to talk about for this speaking contest. When I was 5 years old, I was very interested in puppies. Since my dad is allergic to dogs, my mom bought me a puppy doll from the Internet which I named it “Beagle”. Beagle is so cuddly and cute and likes to play imaginary role play and also likes to play hide and seek. We have been together for about 3 years, and I take him with me everywhere except school. There is one story why “Beagle” is so special to me. I once had this scary dream of T-Rex chasing after me. But then, Beagle barked really loud, which made T-Rex run away from me. After having this dream, Beagle became a really important part of my life and slept with me ever since. I plan to be with him in the future too. Thank you.
",LOW,70,el265_7,0.21766741341407345
el623_7,"Many fish in the Ocean
Hi, I am Ahyeon. Now, I am going to tell you a story, ""Many fish in the Ocean."" The ocean is blue. The ocean is big. There are many fish in the ocean. There are big fish. There are small fish. There are fast fish and slow fish.The big fish eat the small fish. The fast fish eat the slow fish. The fishermen cathc all the fish. The people eat al the fish. Thank you for listening to my speech. Bye-Bye!",LOW,30,el580_9,0.37136394163972736
el655_8,"The Visionary Who’s Changing Our World 

Tommy 

Good afternoon, everyone. My name is Tommy. Today I want to talk about someone who inspires me a lot — Elon Musk.

Have you ever dreamed of living on another planet? Or riding in a car that drives itself? Well, Elon Musk is making those dreams come true.

Elon Musk was born in South Africa and from a young age, he showed a passion for technology. He even taught himself to code when he was just 12 years old!

One of his biggest achievements was with Tesla, a company that made electric cars popular and helped reduce pollution. Tesla also pioneered self-driving technology. 

In addition to Tesla, Elon Musk also achieved great success with SpaceX, which made space travel cheaper by inventing the first reusable rocket. Thanks to SpaceX, humans might one day live on Mars!

However, what truly stands out about Musk is his determination. He failed countless times but never gave up.  He showed us that with hard work and self-belief, even the wildest dreams can come true.

Elon Musk inspires me to dream big, take risks, and never give up. I hope we all find the courage to pursue our dreams and make a difference in the world.

Thank you!",LOW,20,el610_8,0.233326256457768
el610_8,"My brother
Hello,my name is Bobo and today I am going to talk about my brother. His name is Gregory, but many people call him Greg. Everyone says he is good at math and science but I don't think so. I think I am better than him! His nickname is broccoli. It is because he has long hair. His hair is long because he likes the soccer player Haaland. But his hair is so long that when everybody saw him for the first time, they thought he was a girl. Sometimes, even at the bathroom,too. Also, he says he is the prettiest person in his class. He teases me every day. Once, I sent an E-mail where they give advice to people that have problems. Then the problem was in the newspaper. So,I was very glad. He likes playing soccer very much. But he always gets hurt because he falls a lot. One time, he had to wear a cast. But when he wore a cast, he kept playing soccer. He also likes Aiden more than me! Aiden is one of my classmates who lives in the same apartment. He likes cats, and his favorite color is blue. He is good at playing video games. I sometimes play video games with him. Thank you for listening. ",LOW,30,el550_9,0.4366193689487905
el729_9," Hello everyone, I am 김서현 and I'm a 3rd grade  student at 명원 elementary school. I want to talk about how we can live together on Earth and protect it.

 Do you know the magazine ""Time""? Every month, they pick a new person to feature. However, in 1998, something special occurred. They didn't feature a person but picked Earth. People were concerned about what would happen if earth got sick. It was a serious problem because the maim cause was due to humans.
So, can we live in symbiosis with Earth? Yes! If we protect earth, we can live together in harmony. 
We must start to protect Earth because it's essential for our lives and future. Here are some simple ways we can protect our Earth.

 First, the most important thing  is recycling! You can do this by trashing correctly, like plastic bottles going into the recycle. I wish to encourage  you to recycle correctly too!

 Second, Plogging. This is where you pick up trash while jogging. Plogging helps you to stay healthy by exercising but you can clean up Earth at the same time. The best place would be the beach as it's often polluted very easily.
 
 By doing these things, we can make a massive stride towards helping Earth. Thank you for listening!",LOW,20,el291_7,0.475864660258805
el490_8,"Hi everyone!
Today, I want to tell you about my biggest dream, MY DREAM JOB! 
My dream job is to be a model. I’m really excited to share why this is my dream and what it means to me. So, let’s get started!
First, let me explain what modeling is. A model is someone who shows clothes and accessories to help designers to sell them. Models often appear in magazines, on runways, and in advertisements. It sounds like a fun job, doesn’t it?
Not only that, my mom is a model so I want to be like her every time I see her!
Also, I’ve always loved pretty things. When I was really little, I used to play dress-up and make fashion shows with my friends. It was so much fun! As I grew up, I started to think, “Hey, I want to do this for real!”
I am excited about the journey ahead, the opportunities to learn and become an amazing model!  
Thank you for listening about my dream job. I hope you enjoyed it!",LOW,20,el492_8,0.3143184382512117
el185_9,"Hello, my name is Seo Yeon Lee. Today I'd like to talk about the movie called Inside Out. The movie is about emotions. There were not many characters in Inside Out 1, but more characters in appeared when Inside Out 2 was released. Next, I will tell you about my favorite character. Everyone loves Joy, but mine is different. My favorite character is Anger. Because when Joy was angry and sad, he comforted Joy. Anger is not always angry. However, I hate Anxiety. Because she almost broke the main character's brain. After watching the movie I thought about my emotions too. The most emotion that I feel is Anxiety. Because when I meet a difficult question I feel anxious. Especially mathematics. I can study mathematics with joy when I get easy mathematics questions. But when I get difficult mathematics tests, I feel anxious. And it gives me stress a lot. And I hope I could study mathematics with joy everyday. I hope all of my emotions live happily together with me.",LOW,30,el403_8,0.15542041868498202
el581_8,"이순신장군 General Yi Sun-sin – 조유진
Let me introduce one of the heroes in Korean History, General Yi Sun-sin.
 
Yi Sun-sin was a great general who lived long ago. He is best remembered for his bravery and smart strategies during the Japanese invasions of Korea, called the Imjin War. One of his most famous achievements was using special ships called ""turtle ships"". These ships had strong, armored shells that made them hard to sink.
 
General Yi Sun-sin was not only a brave fighter but also a wise leader who cared deeply about his country and his soldiers. He never gave up, even when things were tough. Because of his courage and skill, he is still remembered as a national hero in Korea today.
 ",LOW,20,el610_8,0.22983674671497514
el275_9,"My Room

Hello everyone, I'm Son Lia.
I am ten years old.
Welcome to my bedroom.
It is my favorite place.
My bed is over here.
It is pink and white.
My grandma bought it for me when I was six years old.
My bed is really cozy.
There is my teddy bear on the bed.
Her name is Lua and she is very soft.
My rug is next to my bed.
It is pink and white just like my bed.
My desk is over there. I have many things on my desk so it is messy sometimes. My bookshelf is next to my desk.
I have many books and I often read at my desk.
I read many books.
I really like books.
My room has a big window, so it is bright, which makes me happy.
I love my room.
Thanks for listening.
",LOW,20,el403_8,0.5240346320307127
el659_8,"Kid Entrepreneurs


Hey there, future leaders! Have you ever dreamed of turning your ideas into something amazing? Maybe you’ve thought about starting a fun YouTube channel or even selling the best chocolate in town. Guess what? You can start right now! Today, I’m going to tell you how we, as kids, can turn our ideas into reality and become the next generation of awesome entrepreneurs.

 
I read about a kid called Ryan Hickman last year. When he was just 3 years old, he discovered his love for recycling on a trip to a recycling center with his dad. By age 7, he had started his own company, Ryan’s Recycling, and has since recycled over 1.6 million cans and bottles. Ryan also spoke at schools and started a nonprofit called Project3R. He believes that with support, kids can make a big difference by taking action.

 
Inspired by Ryan, I decided to start my own business. I’ve always loved drawing animals, so I thought, “What if I turned my drawings into stickers?” With my mom’s help, I made them into real stickers and started selling them on her Instagram. It was so exciting to see people actually buying my art! Even though it was a small start, I was proud to take the first step in starting my own business.

 
So, what’s stopping us? We don’t have to wait until we’re older to start making a difference. We can start right now! Whether it’s a big idea or a small one, each step brings us closer to our dreams. Let’s be brave, let’s be creative, and let’s become the kid entrepreneurs who shape the future! Thank you.",LOW,40,el610_8,0.20935211577514068
el115_9,"Hello my name is Harin.
My mom's family live in the U.S.A 
Soon my family is going to visit them in L.A 
We're going to go to Disneyland, too.
I want to ride a rollercoaster.
Because it's fast and scary.
I want to buy some souvenirs for my friend.
We're going to stay at a hotel and  
meet my grandparents.
I want to try American hotdogs.
They look deilcious.
I can't wait to go.
We're going to have a lot of fun.

",LOW,70,el454_9,0.26283974452446796
el680_9,"Hello, my name is Kim Seong-jun, a third grade at Taehwa elementary school. 
If you have immigrated or plan to go, why do you immigrate?
I would like to talk about the main cause of immigration in the 5 thousand years history of our country.
Wiman, the Chinese refugee to Gojoseon about 2400 years ago, is an early immigrant known in history books. 
Then at the end of Three Kingdoms period, the refugees of Goguryeo and Baekje collapsed by Shilla  migrated to China or Japan.  During the Goryeo Dynasty, the Khitan people who collapsed by Mongolia came to Goryeo. During the Imjin War from 1592 to 1598, many skilled-potters of Joseon were forced to move to Japan. And during the Japanese colonial period from 1910 to 1945, people moved to China or Russia to campaign for independence.
 Today, Korean immigrate for various reasons, such as business, overseas employment, studying abroad, marriage, or self-satisfaction. 
According to the history, I think that most of immigration was for the comfortable and rich life. I hope that Korea will become a safe and rich country where people from all over the world want to visit or to live. Thank you for listening.",LOW,0,el644_8,0.18403569563858643
el541_9,"My Favorite Sports
Hello, my name is Ryan. And I'm 10 years old. Among all my school subjects, I enjoy physical education the most because I find active exercise really fun. Today, I'd like to tell you about jump rope and soccer, two of my favorite sports.
First, jump rope is a simple activity which I can jump while turning a rope with my hands. I can do it anytime and anywhere. One of the best things about jump rope is that it helps me grow taller. I've been attending a jump rope academy for the past year, and thanks to that, I won first place and improved my physical strength.
Second, soccer is a sport which you score by getting the ball into the opponent's goal. To play well, you need good accuracy and speed. Recently, I played soccer with my friends, scored a goal, and we won the game! I felt really happy.
Thank you for listening. Bye!
",LOW,30,el477_7,0.32530203176952777
el640_9,"Helen Keller, The Inspiration In My Life

Hello I am Sophia. 
Imagine you are just a little baby but you can not see, hear or even talk. It would be a terribly          
miserable life and that’s how Helen Keller’s life started. 

Due to a harsh fever, she lost her sight and hearing when she was only two years old. She was about to give up before she met Miss Sullivan who taught not only the language but also the manners that she should have throughout her life.

With Sullivan’s help, Helen Keller was able to learn how to speak and to read books and these made her possible to get into college. When she grew up, she helped other people to overcome disability and also did demonstration of opposing wars.  

She got over difficulties and fear in a world where she couldn’t hear or see which is the reason why I respect her deeply. Like Helen Keller, even if I get into a really hard situation, I will never give up and try my best to overcome the hardship. 

Thank you so much for listening to my speech. 

",LOW,30,el642_8,0.25987579380123427
el152_9,"  My Town                            
Hi, my name is Eun-ho.
Are you happy where you live? I am. Today, I'll introduce the city where I live: Cheongju. Cheongju is a beautiful town full of trees, flowers, and pleasant parks under its biggest mountain, Uam San. There are many convenient stores, movie theaters, libraries, nice neighbors, a river and great roads.
Of all the places here, I like to go to the library most because it is quiet. I can concentrate on reading all of the interesting books in the nice, quiet library.
Cheongju has lots of wonderful places to go sight-seeing. Cheongju’s legacy is the lron Flagpole and the Jikji Printing Museum. Jikji is the oldest book printed with movable metal type in the world. How cool is that? Sangdang Mountain Fortress is also a beautiful place to go hiking and get an amazing view of the whole city from way up high.
Cheongju is a great city to visit with your friends or family, so why don’t you come here and take a look. I am sure you will like what you see. Welcome to Cheongju!
Thank you for listening.	
",LOW,20,el403_8,0.21408581516448993
